Animal Number;Date;Incomplete;Incomplete Milkings;Kickoff LF;Kickoff LR;Kickoff RF;Kickoff RR;Incomplete Milkings;OCC(*1000 cells/ml);Peak Flow LF;Peak Flow LR;Peak Flow RF;Peak Flow RR;Yield LF;Yield LR;Yield RF;Yield RR;Yield/Hour;Yield/Hour LF;Yield/Hour LR;Yield/Hour RF;Yield/Hour RR;Avg. Milking Duration;Avg. Milking Interval;Days In Milk;Milk Duration (mm:ss);Lactation Number;Position;Teats Not Found;Begin Time;End Time;Mean Flow LF;Mean Flow LR;Mean Flow RF;Mean Flow RR
1457;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.80;1.44;1.50;1.44;3.73;3.27;3.83;4.90;1.80;0.43;0.38;0.44;0.56;07:10;08:35:14;38;07:10;1;0;;11/17/2023 11:39 PM;11:47 PM;1.44;0.96;1.14;1.02
1061;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;20;1.80;;2.22;1.62;5.39;;6.35;7.89;1.72;0.47;0.00;0.56;0.69;08:10;11:16:38;284;08:10;3;0;;11/17/2023 11:36 PM;11:45 PM;1.20;;1.68;1.26
1397;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;2.34;1.98;2.10;1.80;3.34;4.80;3.65;3.74;1.31;0.28;0.40;0.31;0.31;05:16;11:47:43;249;05:16;1;0;;11/17/2023 11:38 PM;11:44 PM;1.92;1.62;1.62;1.38
1127;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;11;1.38;1.68;1.98;1.80;5.94;6.04;6.14;4.44;2.57;0.68;0.69;0.70;0.51;08:57;08:36:48;42;08:57;3;0;;11/17/2023 11:32 PM;11:41 PM;1.02;1.20;1.32;1.26
1423;11/17/2023;;0;Unchecked;Checked;Unchecked;Unchecked;0;;1.80;1.68;1.68;1.62;3.57;3.36;3.50;3.67;1.45;0.37;0.35;0.36;0.38;05:13;09:38:29;195;05:13;1;0;;11/17/2023 11:34 PM;11:39 PM;1.38;1.20;1.26;1.26
970;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.86;1.92;1.92;1.86;3.43;4.87;3.41;5.13;2.01;0.41;0.58;0.41;0.61;06:04;08:16:37;165;06:04;4;0;;11/17/2023 11:32 PM;11:38 PM;1.32;1.50;1.50;1.32
1236;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;11;1.20;1.08;1.38;1.02;3.75;4.67;4.14;4.48;1.89;0.42;0.52;0.46;0.50;09:37;08:51:48;203;09:37;2;0;;11/17/2023 11:26 PM;11:36 PM;0.84;0.66;1.02;0.78
1409;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.14;1.38;1.08;1.68;2.52;3.42;2.65;3.85;1.84;0.37;0.51;0.39;0.57;06:05;06:39:24;180;06:05;1;0;;11/17/2023 11:27 PM;11:33 PM;0.84;0.96;0.78;1.20
1315;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.68;1.68;1.68;1.62;4.18;5.96;4.67;5.61;1.78;0.36;0.52;0.41;0.49;07:32;11:20:34;43;07:32;2;0;;11/17/2023 11:23 PM;11:31 PM;1.20;1.20;1.14;1.20
921;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;174;1.56;1.44;1.92;2.04;3.22;2.80;3.80;5.15;1.19;0.26;0.22;0.30;0.41;05:55;12:25:30;249;05:55;4;0;;11/17/2023 11:24 PM;11:30 PM;1.14;0.96;1.20;1.56
929;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;682;1.44;1.32;1.86;1.68;5.88;4.83;4.14;4.70;2.45;0.74;0.61;0.52;0.59;08:46;07:50:13;14;08:46;4;0;;11/17/2023 11:14 PM;11:23 PM;1.08;1.02;1.26;1.20
1396;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;;2.46;2.04;1.50;;6.16;4.86;5.30;1.50;0.00;0.57;0.45;0.49;06:57;10:47:43;223;06:57;1;0;;11/17/2023 11:16 PM;11:22 PM;;1.80;1.50;1.08
922;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;14;2.22;2.16;1.86;2.04;4.43;3.94;4.90;5.00;2.02;0.49;0.44;0.54;0.55;06:04;08:56:08;181;06:04;4;0;;11/17/2023 11:13 PM;11:20 PM;1.56;1.62;1.38;1.62
1456;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.02;1.32;1.44;1.20;2.19;2.51;2.34;2.50;1.44;0.33;0.38;0.35;0.38;05:30;06:31:32;131;05:30;1;0;;11/17/2023 11:11 PM;11:17 PM;0.72;0.96;0.90;0.84
764;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.80;1.74;1.56;1.26;5.40;6.01;4.77;1.34;2.12;0.65;0.73;0.58;0.16;06:55;08:10:32;164;06:55;5;0;;11/17/2023 11:08 PM;11:15 PM;1.32;1.32;1.26;0.60
1276;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;34;1.44;1.32;1.32;1.62;4.31;4.78;4.43;5.89;2.34;0.52;0.58;0.53;0.71;07:54;08:09:46;117;07:54;2;0;;11/17/2023 11:04 PM;11:12 PM;0.96;0.90;0.90;1.20
962;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;420;1.32;1.86;1.50;1.26;5.13;7.81;4.76;7.69;2.17;0.44;0.67;0.41;0.66;12:04;11:30:20;118;12:04;4;0;;11/17/2023 10:59 PM;11:12 PM;1.02;1.08;1.08;0.84
1116;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.62;1.86;1.62;1.80;3.83;6.20;4.44;5.51;2.29;0.44;0.71;0.51;0.63;06:42;08:36:39;105;06:42;3;0;;11/17/2023 11:04 PM;11:10 PM;1.14;1.38;1.20;1.26
1474;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.68;1.62;1.32;1.32;4.01;5.81;4.82;5.51;1.51;0.30;0.44;0.36;0.41;08:11;13:12:47;73;08:11;1;0;;11/17/2023 10:59 PM;11:08 PM;1.14;1.20;0.96;0.96
729;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;80;1.80;1.56;1.74;1.56;7.46;6.99;8.88;7.45;2.70;0.66;0.61;0.78;0.65;10:22;11:13:16;170;10:22;5;0;;11/17/2023 10:53 PM;11:03 PM;1.32;1.14;1.26;1.20
1288;11/17/2023;;0;Checked;Unchecked;Checked;Checked;0;;1.44;1.44;1.56;1.56;4.08;5.71;6.33;5.15;1.84;0.35;0.49;0.55;0.44;08:50;11:26:41;61;08:50;2;0;;11/17/2023 10:54 PM;11:03 PM;0.78;0.96;1.08;0.90
1385;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.38;1.56;1.14;1.56;4.10;4.86;4.39;4.11;1.25;0.29;0.35;0.31;0.29;07:21;13:51:08;249;07:21;1;0;;11/17/2023 10:52 PM;10:59 PM;0.90;1.14;0.90;1.14
454;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;471;1.26;1.56;0.96;1.92;1.50;2.44;1.21;3.44;0.68;0.12;0.19;0.10;0.27;04:50;12:29:02;241;04:50;7;0;;11/17/2023 10:53 PM;10:58 PM;0.72;1.02;0.60;1.44
1424;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.80;1.14;1.32;1.50;3.25;2.69;3.52;2.93;1.52;0.40;0.33;0.43;0.36;05:55;08:04:15;179;05:55;1;0;;11/17/2023 10:47 PM;10:53 PM;1.08;0.84;0.96;1.08
1192;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;5;1.32;1.62;1.44;1.98;3.49;3.92;2.94;5.33;1.76;0.39;0.44;0.33;0.60;06:59;08:47:25;353;06:59;2;0;;11/17/2023 10:45 PM;10:52 PM;0.90;1.26;1.02;1.50
975;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;894;1.20;1.68;1.50;1.38;2.13;3.81;2.25;3.52;2.32;0.42;0.75;0.45;0.70;07:05;04:55:46;147;07:05;4;0;;11/17/2023 10:44 PM;10:51 PM;0.78;1.02;0.96;0.96
1404;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.98;2.28;1.98;1.98;1.40;2.16;1.39;1.72;1.61;0.34;0.52;0.34;0.42;03:49;04:04:22;256;03:49;1;0;;11/17/2023 10:46 PM;10:50 PM;1.44;1.62;1.38;1.32
1437;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.38;1.32;1.26;1.38;3.58;5.05;3.67;4.99;1.29;0.27;0.38;0.27;0.37;07:21;13:19:33;159;07:21;1;0;;11/17/2023 10:39 PM;10:46 PM;0.90;1.02;0.84;0.96
1495;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.86;1.14;1.98;1.14;3.63;2.94;3.62;3.00;1.13;0.31;0.25;0.31;0.26;06:45;11:32:19;21;06:45;1;0;;11/17/2023 10:39 PM;10:45 PM;1.26;0.78;1.32;0.84
1258;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;11;1.92;1.86;1.74;2.46;4.06;3.91;4.78;3.94;1.67;0.41;0.39;0.48;0.39;05:59;09:52:38;186;05:59;2;0;;11/17/2023 10:38 PM;10:44 PM;1.44;1.38;1.38;1.56
1144;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;111;2.28;1.86;2.10;2.16;4.32;7.10;4.36;6.74;2.36;0.45;0.74;0.46;0.71;07:40;09:25:28;86;07:40;3;0;;11/17/2023 10:35 PM;10:43 PM;1.56;1.32;1.50;1.50
1432;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.14;1.50;1.86;1.56;3.58;3.76;4.26;3.72;1.73;0.40;0.42;0.48;0.42;06:46;08:45:02;92;06:46;1;0;;11/17/2023 10:31 PM;10:38 PM;0.84;1.02;1.44;1.14
1380;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.98;2.10;2.22;1.74;2.84;4.38;2.68;3.36;1.39;0.30;0.46;0.28;0.35;05:12;09:26:48;301;05:12;1;0;;11/17/2023 10:32 PM;10:38 PM;1.38;1.56;1.56;1.32
915;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;194;1.44;1.92;1.80;1.80;3.87;4.57;4.31;5.92;1.89;0.39;0.46;0.44;0.60;09:47;09:41:58;246;09:47;4;0;;11/17/2023 10:25 PM;10:35 PM;1.08;1.38;1.32;1.38
1089;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;8;1.86;1.74;1.98;1.74;4.04;4.86;4.38;5.16;2.12;0.46;0.56;0.50;0.59;06:13;08:35:22;201;06:13;3;0;;11/17/2023 10:27 PM;10:34 PM;1.44;1.32;1.44;1.32
1418;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.98;2.22;2.28;1.74;6.27;6.56;6.27;6.06;1.62;0.40;0.42;0.40;0.39;06:55;15:27:00;121;06:55;1;0;;11/17/2023 10:25 PM;10:32 PM;1.56;1.68;1.80;1.26
1295;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;;1.80;1.50;1.86;;6.32;3.05;6.59;1.73;0.00;0.68;0.33;0.71;06:53;09:07:44;141;06:53;2;0;;11/17/2023 10:24 PM;10:31 PM;;1.32;1.14;1.32
1277;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;57;2.22;;;2.04;5.75;;;7.92;1.57;0.66;0.00;0.00;0.91;07:05;08:34:28;175;07:05;2;0;;11/17/2023 10:20 PM;10:27 PM;1.68;;;1.50
1237;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;2.34;2.34;1.62;1.50;4.12;4.81;3.51;5.79;1.42;0.32;0.37;0.27;0.45;07:46;12:44:12;311;07:46;2;0;;11/17/2023 10:17 PM;10:24 PM;1.56;1.50;1.20;1.08
1399;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.44;1.26;1.14;1.08;2.48;4.34;3.06;3.22;1.69;0.32;0.56;0.39;0.41;07:10;07:39:26;254;07:10;1;0;;11/17/2023 10:16 PM;10:23 PM;0.90;0.90;0.90;0.72
1151;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;894;2.46;2.52;2.52;2.34;3.46;4.76;3.50;4.93;2.28;0.47;0.65;0.48;0.68;05:16;07:12:31;110;05:16;3;0;;11/17/2023 10:14 PM;10:19 PM;1.80;1.74;1.80;1.74
1422;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;0.60;1.68;2.22;1.74;0.30;2.26;1.56;1.97;0.82;0.04;0.30;0.21;0.26;08:48;07:19:46;251;08:48;1;0;;11/17/2023 10:07 PM;10:16 PM;0.30;1.14;1.38;1.26
1470;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;2.04;2.10;1.80;1.74;2.68;2.82;2.47;2.30;1.43;0.37;0.39;0.34;0.32;05:32;07:04:43;39;05:32;1;0;;11/17/2023 10:10 PM;10:15 PM;1.38;1.38;1.32;1.20
1279;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;22;1.92;1.62;2.22;1.86;3.00;3.35;3.46;4.15;2.39;0.51;0.57;0.59;0.71;05:28;05:45:02;58;05:28;2;0;;11/17/2023 10:08 PM;10:14 PM;1.44;1.14;1.68;1.44
896;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;51;1.44;1.14;1.50;1.20;3.08;4.37;4.09;3.19;1.22;0.26;0.36;0.34;0.27;07:40;11:54:54;284;07:40;4;0;;11/17/2023 10:06 PM;10:13 PM;1.02;0.84;0.96;0.84
1261;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;2.04;1.74;1.44;1.32;3.88;5.50;3.34;5.37;2.17;0.46;0.66;0.40;0.64;07:48;08:13:41;141;07:48;2;0;;11/17/2023 10:01 PM;10:09 PM;1.50;1.14;0.90;0.96
1126;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;11;1.50;1.20;1.14;1.32;7.16;6.74;5.62;7.01;1.38;0.37;0.35;0.29;0.37;11:06;18:59:25;306;11:06;3;0;;11/17/2023 9:57 PM;10:08 PM;1.14;0.78;0.84;0.90
1359;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.80;1.68;1.92;1.38;4.39;3.74;4.09;4.95;1.84;0.47;0.40;0.44;0.53;07:41;09:10:25;288;07:41;1;0;;11/17/2023 9:59 PM;10:07 PM;1.20;1.14;1.26;1.02
1231;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;8;1.86;1.62;1.86;1.56;5.21;5.31;5.45;5.08;2.55;0.63;0.64;0.66;0.62;07:13;08:07:55;185;07:13;2;0;;11/17/2023 9:58 PM;10:05 PM;1.50;1.26;1.38;1.14
1223;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.92;1.98;1.86;1.80;2.19;3.36;2.38;2.41;1.89;0.40;0.61;0.43;0.44;05:09;05:23:53;312;05:09;2;0;;11/17/2023 9:56 PM;10:01 PM;1.02;1.32;1.26;1.14
1335;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;2.22;2.58;1.80;2.04;4.08;5.77;4.68;5.92;2.12;0.42;0.60;0.49;0.61;05:53;09:32:07;44;05:53;2;0;;11/17/2023 9:52 PM;9:58 PM;1.56;1.98;1.32;1.50
1252;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;17;1.32;1.20;1.56;0.96;4.79;5.04;4.21;5.50;1.65;0.40;0.42;0.35;0.46;09:55;11:42:20;200;09:55;2;0;;11/17/2023 9:46 PM;9:56 PM;0.96;0.90;1.14;0.72
1240;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;14;1.38;1.44;1.80;1.80;4.27;4.17;4.41;4.95;2.48;0.59;0.58;0.61;0.69;06:59;07:03:40;231;06:59;2;0;;11/17/2023 9:49 PM;9:56 PM;0.96;0.96;1.20;1.20
1323;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.80;1.86;;1.68;5.20;6.39;;6.04;1.48;0.44;0.54;0.00;0.51;06:38;11:49:41;65;06:38;2;0;;11/17/2023 9:49 PM;9:55 PM;1.20;1.38;;1.32
1281;11/17/2023;;0;Unchecked;Unchecked;Checked;Unchecked;0;;1.62;1.50;1.80;1.56;6.11;6.13;6.03;5.56;2.26;0.58;0.58;0.57;0.53;08:39;10:23:08;135;08:39;2;0;;11/17/2023 9:43 PM;9:52 PM;1.20;0.96;1.20;0.96
1039;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;40;1.38;1.62;0.96;1.74;4.24;4.46;3.21;5.48;1.82;0.44;0.47;0.34;0.57;07:43;09:24:26;302;07:43;3;0;;11/17/2023 9:40 PM;9:48 PM;0.96;1.14;0.66;1.26
1293;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.62;1.80;1.38;1.98;4.84;3.60;4.46;3.37;1.60;0.48;0.35;0.44;0.33;06:46;10:04:02;166;06:46;2;0;;11/17/2023 9:41 PM;9:48 PM;1.20;1.26;1.02;1.38
1207;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;405;1.38;1.32;1.20;1.20;3.09;3.29;4.17;1.49;1.46;0.37;0.40;0.50;0.18;08:02;08:08:26;296;08:02;2;0;;11/17/2023 9:37 PM;9:45 PM;0.96;0.96;0.78;0.84
1458;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;;1.92;1.92;1.68;;4.02;3.77;3.97;1.54;0.00;0.53;0.49;0.52;04:53;07:33:20;52;04:53;1;0;;11/17/2023 9:37 PM;9:42 PM;;1.50;1.38;1.32
1300;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.74;1.92;1.32;1.74;4.28;4.76;2.77;4.81;1.94;0.50;0.55;0.32;0.56;06:16;08:27:59;119;06:16;2;0;;11/17/2023 9:34 PM;9:41 PM;1.14;1.32;0.90;1.26
925;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;20;2.46;1.86;2.94;1.68;4.03;6.60;4.37;5.57;1.83;0.36;0.59;0.39;0.50;06:45;11:08:18;192;06:45;4;0;;11/17/2023 9:33 PM;9:39 PM;1.74;1.44;1.98;1.20
1243;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;45;2.22;2.40;2.04;2.52;3.15;5.26;3.59;4.23;1.76;0.34;0.57;0.39;0.46;05:53;09:07:41;246;05:53;2;0;;11/17/2023 9:30 PM;9:36 PM;1.68;1.86;1.56;1.74
1325;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;;2.34;2.34;1.56;;7.35;6.56;2.62;1.68;0.00;0.75;0.67;0.27;06:24;09:44:34;85;06:24;2;0;;11/17/2023 9:30 PM;9:36 PM;;1.68;1.68;1.20
1270;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;3.30;2.82;3.00;;6.82;5.95;5.55;;1.43;0.53;0.47;0.43;0.00;08:24;12:38:28;156;08:24;2;0;;11/17/2023 9:25 PM;9:34 PM;2.34;1.38;2.10;
981;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;28;1.98;2.16;1.80;1.74;4.15;4.24;4.63;4.04;2.15;0.52;0.54;0.58;0.51;06:07;07:48:44;24;06:07;4;0;;11/17/2023 9:25 PM;9:31 PM;1.62;1.56;1.26;1.38
1255;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;8;1.62;1.62;1.56;1.92;3.99;4.86;3.81;5.46;1.31;0.29;0.35;0.28;0.40;06:02;13:41:03;271;06:02;2;0;;11/17/2023 9:24 PM;9:30 PM;1.20;1.20;1.08;1.50
1454;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.08;0.90;1.08;0.90;4.36;4.38;4.87;4.50;1.63;0.39;0.39;0.44;0.40;11:25;10:56:50;109;11:25;1;0;;11/17/2023 9:18 PM;9:29 PM;0.66;0.54;0.78;0.54
1153;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;31;2.16;2.58;2.10;2.46;4.18;5.01;4.97;4.65;2.76;0.61;0.73;0.73;0.68;05:43;06:42:51;75;05:43;3;0;;11/17/2023 9:19 PM;9:25 PM;1.56;1.86;1.56;1.86
1406;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;2.10;1.86;1.86;1.02;3.61;4.76;3.89;0.59;1.16;0.33;0.43;0.35;0.05;05:42;10:57:03;212;05:42;1;0;;11/17/2023 9:19 PM;9:24 PM;1.32;1.38;1.32;0.48
1244;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;60;2.82;1.80;2.82;2.88;4.42;4.91;4.18;5.70;1.81;0.42;0.46;0.39;0.54;05:40;10:30:44;131;05:40;2;0;;11/17/2023 9:17 PM;9:23 PM;2.10;1.32;2.10;2.16
1461;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.68;1.92;1.38;1.38;3.26;4.04;3.86;3.40;1.68;0.38;0.47;0.45;0.39;06:49;08:33:10;74;06:49;1;0;;11/17/2023 9:11 PM;9:18 PM;1.26;1.38;0.96;0.96
785;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;60;1.26;1.20;1.38;1.68;3.65;4.36;4.33;4.06;1.98;0.44;0.53;0.52;0.49;07:35;08:09:20;36;07:35;5;0;;11/17/2023 9:10 PM;9:18 PM;0.90;0.90;0.96;1.08
1197;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.68;1.68;1.92;1.32;5.91;7.15;6.34;6.31;2.16;0.50;0.60;0.53;0.53;09:06;11:45:37;19;09:06;3;0;;11/17/2023 9:08 PM;9:17 PM;1.32;1.14;1.32;0.90
1274;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;60;1.26;1.86;1.20;1.68;3.23;5.37;3.65;5.22;1.72;0.32;0.53;0.36;0.51;06:48;10:03:41;104;06:48;2;0;;11/17/2023 9:10 PM;9:17 PM;0.84;1.38;0.84;1.26
1480;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;0.90;1.32;0.90;1.02;4.30;5.92;4.66;5.61;1.47;0.31;0.42;0.33;0.40;11:14;13:47:11;27;11:14;1;0;;11/17/2023 9:00 PM;9:11 PM;0.54;0.84;0.60;0.66
861;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;60;1.32;1.56;1.08;2.10;3.04;5.54;2.71;4.96;1.89;0.35;0.64;0.31;0.58;07:35;08:30:14;162;07:35;4;0;;11/17/2023 9:02 PM;9:09 PM;0.90;1.08;0.78;1.50
1058;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;88;1.32;1.56;1.38;1.44;4.25;5.20;4.78;5.41;1.70;0.37;0.45;0.41;0.47;07:28;11:28:00;445;07:28;2;0;;11/17/2023 9:02 PM;9:09 PM;0.90;1.08;0.96;1.08
1272;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;3.00;;1.38;1.98;6.91;;6.55;6.66;1.82;0.62;0.00;0.59;0.60;09:06;10:56:15;169;09:06;2;0;;11/17/2023 8:58 PM;9:07 PM;2.04;;0.96;1.50
1172;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;8;1.68;2.04;1.86;2.28;5.38;6.58;5.43;5.66;2.09;0.49;0.60;0.49;0.51;06:50;10:56:41;85;06:50;3;0;;11/17/2023 8:54 PM;9:01 PM;1.26;1.50;1.32;1.74
1168;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;148;0.96;1.08;0.90;1.26;5.95;7.11;5.18;5.70;2.49;0.62;0.74;0.54;0.59;12:11;09:24:13;61;12:11;3;0;;11/17/2023 8:49 PM;9:01 PM;0.66;0.78;0.60;0.90
1460;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.08;1.02;0.78;0.84;1.95;3.71;2.67;3.15;1.28;0.22;0.41;0.30;0.35;09:48;08:48:19;107;09:48;1;0;;11/17/2023 8:49 PM;8:59 PM;0.54;0.66;0.48;0.54
1433;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.62;1.92;1.62;1.38;3.18;4.13;3.58;3.15;1.35;0.31;0.40;0.35;0.30;05:50;10:15:52;195;05:50;1;0;;11/17/2023 8:52 PM;8:58 PM;1.26;1.32;1.02;0.96
935;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;40;2.16;1.86;;1.80;6.17;6.22;;5.66;2.07;0.71;0.71;0.00;0.65;06:39;08:37:07;91;06:39;4;0;;11/17/2023 8:47 PM;8:53 PM;1.56;1.32;;1.38
1284;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.86;;1.86;1.74;7.32;;6.30;5.38;1.91;0.74;0.00;0.63;0.54;07:51;09:48:17;167;07:51;2;0;;11/17/2023 8:44 PM;8:52 PM;1.44;;1.32;1.38
1430;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.14;1.14;1.20;0.96;4.77;5.39;4.80;3.62;1.70;0.44;0.49;0.44;0.33;09:43;10:47:02;184;09:43;1;0;;11/17/2023 8:39 PM;8:49 PM;0.72;0.78;0.84;0.66
1305;11/17/2023;;0;Unchecked;Checked;Unchecked;Unchecked;0;128;1.32;1.20;1.38;;5.71;4.55;4.91;;2.14;0.80;0.64;0.69;0.00;07:47;06:58:24;90;07:47;2;0;;11/17/2023 8:40 PM;8:48 PM;1.02;0.90;1.02;
1235;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;11;1.38;2.04;1.98;;6.61;7.14;6.74;;1.81;0.58;0.63;0.59;0.00;09:26;11:09:41;141;09:26;2;0;;11/17/2023 8:36 PM;8:46 PM;0.90;1.50;1.50;
686;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;2.10;1.80;2.04;1.92;6.73;8.84;7.22;8.30;3.12;0.68;0.89;0.73;0.83;09:32;09:47:27;50;09:32;5;0;;11/17/2023 8:34 PM;8:43 PM;1.38;1.26;1.38;1.50
1102;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;22;1.80;1.62;1.86;1.68;4.71;4.05;3.73;4.34;1.92;0.54;0.46;0.42;0.49;05:49;08:41:06;212;05:49;3;0;;11/17/2023 8:34 PM;8:39 PM;1.44;1.26;1.38;1.20
1371;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.02;1.56;1.26;1.50;3.72;7.89;5.29;7.53;1.09;0.17;0.35;0.24;0.34;09:29;22:15:06;265;09:29;1;0;;11/17/2023 8:29 PM;8:38 PM;0.66;1.08;0.84;1.02
1092;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;31;1.80;1.80;2.16;1.92;5.39;6.62;6.03;5.97;1.74;0.39;0.48;0.44;0.43;07:45;13:41:27;272;07:45;3;0;;11/17/2023 8:28 PM;8:35 PM;1.32;1.32;1.44;1.44
778;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;162;;2.16;1.92;1.38;;5.04;3.69;4.27;2.03;0.00;0.79;0.58;0.67;06:25;06:17:33;54;06:25;5;0;;11/17/2023 8:26 PM;8:33 PM;;1.62;1.44;0.96
